MDC (01-25),ΚΩΔΙΚΟΣ ΚΕΝ (όλοι οι ΑλφΑβητικί ΧΑρΑκτήρες θΑ πρέπει νΑ είνΑι στΑ ΕΛΛΗΝΙΚΑ),ΚΩΔΙΚΟΣ ICD-10 (όλοι οι αλβαβητικοί χαρακτήρες θα πρέπει να είναι στα Αγγλικά)
15.0,Τ23Α,P25.3
15.0,Τ23Α,P25.8
15.0,Τ23Α,P25.8
15.0,Τ23Α,P26
15.0,Τ23Α,P26
15.0,Τ23Α,P26.0
15.0,Τ23Α,P26.0
15.0,Τ23Α,P26.1
15.0,Τ23Α,P26.1
15.0,Τ23Α,P26.8
15.0,Τ23Α,P26.8
15.0,Τ23Α,P26.9
15.0,Τ23Α,P26.9
15.0,Τ23Α,P27
15.0,Τ23Α,P27
15.0,Τ23Α,P27.0
15.0,Τ23Α,P27.0
15.0,Τ23Α,P27.1
15.0,Τ23Α,P27.8
15.0,Τ23Α,P27.8
15.0,Τ23Α,P27.9
15.0,Τ23Α,P27.9
15.0,Τ23Α,P28
15.0,Τ23Α,P28
15.0,Τ23Α,P28.0
15.0,Τ23Α,P28.0
15.0,Τ23Α,P28.1
15.0,Τ23Α,P28.1
15.0,Τ23Α,P28.2
15.0,Τ23Α,P28.2
15.0,Τ23Α,P28.3
15.0,Τ23Α,P28.4
15.0,Τ23Α,P28.4
15.0,Τ23Α,P28.5
15.0,Τ23Α,P28.5
15.0,Τ23Α,P28.8
15.0,Τ23Α,P28.8
15.0,Τ23Α,P28.9
15.0,Τ23Α,P28.9
15.0,Τ23Α,P29
15.0,Τ23Α,P29
15.0,Τ23Α,P29.0
15.0,Τ23Α,P29.0
15.0,Τ23Α,P29.1
15.0,Τ23Α,P29.1
15.0,Τ23Α,P29.2
15.0,Τ23Α,P29.2
15.0,Τ23Α,P29.3
15.0,Τ23Α,P29.3
15.0,Τ23Α,P29.4
15.0,Τ23Α,P29.4
15.0,Τ23Α,P29.9
15.0,Τ23Α,P29.9
15.0,Τ23Α,P35
15.0,Τ23Α,P35
15.0,Τ23Α,P35.0
15.0,Τ23Α,P35.0
15.0,Τ23Α,P35.1
15.0,Τ23Α,P35.1
15.0,Τ23Α,P35.3
15.0,Τ23Α,P35.3
15.0,Τ23Α,P35.8
15.0,Τ23Α,P35.8
15.0,Τ23Α,P35.9
15.0,Τ23Α,P35.9
15.0,Τ23Α,P36
15.0,Τ23Α,P36
15.0,Τ23Α,P36.0
15.0,Τ23Α,P36.0
15.0,Τ23Α,P36.1
15.0,Τ23Α,P36.1
15.0,Τ23Α,P36.2
15.0,Τ23Α,P36.2
15.0,Τ23Α,P36.3
15.0,Τ23Α,P36.3
15.0,Τ23Α,P36.4
15.0,Τ23Α,P36.4
15.0,Τ23Α,P36.5
15.0,Τ23Α,P36.5
15.0,Τ23Α,P36.8
15.0,Τ23Α,P36.8
15.0,Τ23Α,P36.9
15.0,Τ23Α,P36.9
15.0,Τ23Α,P37
15.0,Τ23Α,P37
15.0,Τ23Α,P37.0
15.0,Τ23Α,P37.0
15.0,Τ23Α,P37.1
15.0,Τ23Α,P37.1
15.0,Τ23Α,P37.2
15.0,Τ23Α,P37.2
15.0,Τ23Α,P37.3
15.0,Τ23Α,P37.3
15.0,Τ23Α,P37.4
15.0,Τ23Α,P37.4
15.0,Τ23Α,P37.5
15.0,Τ23Α,P37.5
15.0,Τ23Α,P37.8
15.0,Τ23Α,P37.8
15.0,Τ23Α,P37.9
15.0,Τ23Α,P37.9
15.0,Τ23Α,P38
15.0,Τ23Α,P38
15.0,Τ23Α,P39
15.0,Τ23Α,P39
15.0,Τ23Α,P39.0
15.0,Τ23Α,P39.0
15.0,Τ23Α,P39.1
15.0,Τ23Α,P39.1
15.0,Τ23Α,P39.2
15.0,Τ23Α,P39.2
15.0,Τ23Α,P39.4
15.0,Τ23Α,P39.4
15.0,Τ23Α,P50
15.0,Τ23Α,P50
15.0,Τ23Α,P50.0
15.0,Τ23Α,P50.0
15.0,Τ23Α,P50.1
15.0,Τ23Α,P50.1
15.0,Τ23Α,P50.2
15.0,Τ23Α,P50.2
15.0,Τ23Α,P50.3
15.0,Τ23Α,P50.3
15.0,Τ23Α,P50.4
15.0,Τ23Α,P50.4
15.0,Τ23Α,P50.5
15.0,Τ23Α,P50.5
15.0,Τ23Α,P50.8
15.0,Τ23Α,P50.8
15.0,Τ23Α,P50.9
15.0,Τ23Α,P50.9
15.0,Τ23Α,P51
15.0,Τ23Α,P51
15.0,Τ23Α,P51.0
15.0,Τ23Α,P51.0
15.0,Τ23Α,P51.8
15.0,Τ23Α,P51.8
15.0,Τ23Α,P51.9
15.0,Τ23Α,P51.9
15.0,Τ23Α,P52
15.0,Τ23Α,P52
15.0,Τ23Α,P52.0
15.0,Τ23Α,P52.0
15.0,Τ23Α,P52.1
15.0,Τ23Α,P52.1
15.0,Τ23Α,P52.2
15.0,Τ23Α,P52.2
15.0,Τ23Α,P52.3
15.0,Τ23Α,P52.3
15.0,Τ23Α,P52.4
15.0,Τ23Α,P52.4
15.0,Τ23Α,P52.5
15.0,Τ23Α,P52.5
15.0,Τ23Α,P52.6
15.0,Τ23Α,P52.6
15.0,Τ23Α,P52.8
15.0,Τ23Α,P52.8
15.0,Τ23Α,P52.9
15.0,Τ23Α,P52.9
15.0,Τ23Α,P53
15.0,Τ23Α,P53
15.0,Τ23Α,P54
15.0,Τ23Α,P54
15.0,Τ23Α,P54.0
15.0,Τ23Α,P54.0
15.0,Τ23Α,P54.1
15.0,Τ23Α,P54.1
15.0,Τ23Α,P54.2
15.0,Τ23Α,P54.2
15.0,Τ23Α,P54.3
15.0,Τ23Α,P54.3
15.0,Τ23Α,P54.4
15.0,Τ23Α,P54.4
15.0,Τ23Α,P54.5
15.0,Τ23Α,P54.5
15.0,Τ23Α,P54.6
15.0,Τ23Α,P54.6
15.0,Τ23Α,P54.8
15.0,Τ23Α,P54.8
15.0,Τ23Α,P54.9
15.0,Τ23Α,P54.9
15.0,Τ23Α,P55
15.0,Τ23Α,P55
15.0,Τ23Α,P55.1
15.0,Τ23Α,P55.1
15.0,Τ23Α,P55.8
15.0,Τ23Α,P55.8
15.0,Τ23Α,P55.9
15.0,Τ23Α,P55.9
15.0,Τ23Α,P56
15.0,Τ23Α,P56
15.0,Τ23Α,P56.0
15.0,Τ23Α,P56.0
15.0,Τ23Α,P56.9
15.0,Τ23Α,P56.9
15.0,Τ23Α,P57
15.0,Τ23Α,P57
15.0,Τ23Α,P57.8
15.0,Τ23Α,P57.8
15.0,Τ23Α,P57.9
15.0,Τ23Α,P57.9
15.0,Τ23Α,P58
15.0,Τ23Α,P58
15.0,Τ23Α,P58.0
15.0,Τ23Α,P58.0
15.0,Τ23Α,P58.1
15.0,Τ23Α,P58.1
15.0,Τ23Α,P58.2
15.0,Τ23Α,P58.2
15.0,Τ23Α,P58.4
15.0,Τ23Α,P58.4
15.0,Τ23Α,P58.8
15.0,Τ23Α,P58.8
15.0,Τ23Α,P58.9
15.0,Τ23Α,P58.9
15.0,Τ23Α,P59
15.0,Τ23Α,P59
15.0,Τ23Α,P59.0
15.0,Τ23Α,P59.0
15.0,Τ23Α,P59.1
15.0,Τ23Α,P59.1
15.0,Τ23Α,P59.2
15.0,Τ23Α,P59.2
15.0,Τ23Α,P59.3
15.0,Τ23Α,P59.3
15.0,Τ23Α,P59.8
15.0,Τ23Α,P59.8
15.0,Τ23Α,P59.9
15.0,Τ23Α,P59.9
15.0,Τ23Α,P60
15.0,Τ23Α,P60
15.0,Τ23Α,P61
15.0,Τ23Α,P61
15.0,Τ23Α,P61.0
15.0,Τ23Α,P61.0
15.0,Τ23Α,P61.1
15.0,Τ23Α,P61.1
15.0,Τ23Α,P61.2
15.0,Τ23Α,P61.2
15.0,Τ23Α,P61.3
15.0,Τ23Α,P61.3
15.0,Τ23Α,P61.4
15.0,Τ23Α,P61.4
15.0,Τ23Α,P61.5
15.0,Τ23Α,P61.5
15.0,Τ23Α,P61.6
15.0,Τ23Α,P61.6
15.0,Τ23Α,P61.8
15.0,Τ23Α,P61.8
15.0,Τ23Α,P61.9
15.0,Τ23Α,P61.9
15.0,Τ23Α,P70
15.0,Τ23Α,P70
15.0,Τ23Α,P70.0
15.0,Τ23Α,P70.0
15.0,Τ23Α,P70.1
15.0,Τ23Α,P70.1
15.0,Τ23Α,P70.2
15.0,Τ23Α,P70.2
15.0,Τ23Α,P70.3
15.0,Τ23Α,P70.3
15.0,Τ23Α,P70.4
15.0,Τ23Α,P70.4
15.0,Τ23Α,P70.8
15.0,Τ23Α,P70.8
15.0,Τ23Α,P70.9
15.0,Τ23Α,P70.9
15.0,Τ23Α,P71
15.0,Τ23Α,P71
15.0,Τ23Α,P71.0
15.0,Τ23Α,P71.0
15.0,Τ23Α,P71.1
15.0,Τ23Α,P71.1
15.0,Τ23Α,P71.2
15.0,Τ23Α,P71.2
15.0,Τ23Α,P71.3
15.0,Τ23Α,P71.3
15.0,Τ23Α,P71.4
15.0,Τ23Α,P71.4
15.0,Τ23Α,P71.8
15.0,Τ23Α,P71.8
15.0,Τ23Α,P71.9
15.0,Τ23Α,P71.9
15.0,Τ23Α,P72
15.0,Τ23Α,P72
15.0,Τ23Α,P72.0
15.0,Τ23Α,P72.0
15.0,Τ23Α,P72.1
15.0,Τ23Α,P72.1
15.0,Τ23Α,P72.2
15.0,Τ23Α,P72.2
15.0,Τ23Α,P72.8
15.0,Τ23Α,P72.8
15.0,Τ23Α,P72.9
15.0,Τ23Α,P72.9
15.0,Τ23Α,P74
15.0,Τ23Α,P74
15.0,Τ23Α,P74.0
15.0,Τ23Α,P74.1
15.0,Τ23Α,P74.1
15.0,Τ23Α,P74.2
15.0,Τ23Α,P74.2
15.0,Τ23Α,P74.3
15.0,Τ23Α,P74.3
15.0,Τ23Α,P74.4
15.0,Τ23Α,P74.4
15.0,Τ23Α,P74.5
15.0,Τ23Α,P74.5
15.0,Τ23Α,P74.8
15.0,Τ23Α,P74.8
15.0,Τ23Α,P74.9
15.0,Τ23Α,P74.9
15.0,Τ23Α,P75*
15.0,Τ23Α,P75*
15.0,Τ23Α,P76
15.0,Τ23Α,P76
15.0,Τ23Α,P76.0
15.0,Τ23Α,P76.0
15.0,Τ23Α,P76.1
15.0,Τ23Α,P76.1
15.0,Τ23Α,P77
15.0,Τ23Α,P77
15.0,Τ23Α,P78
15.0,Τ23Α,P78
15.0,Τ23Α,P78.2
15.0,Τ23Α,P78.2
15.0,Τ23Α,P78.3
15.0,Τ23Α,P78.3
15.0,Τ23Α,P78.8
15.0,Τ23Α,P78.8
15.0,Τ23Α,P78.9
15.0,Τ23Α,P78.9
15.0,Τ23Α,P80
15.0,Τ23Α,P80
15.0,Τ23Α,P81
15.0,Τ23Α,P81
15.0,Τ23Α,P81.0
15.0,Τ23Α,P81.0
15.0,Τ23Α,P81.8
15.0,Τ23Α,P81.8
15.0,Τ23Α,P81.9
15.0,Τ23Α,P81.9
15.0,Τ23Α,P82
15.0,Τ23Α,P82
15.0,Τ23Α,P83
15.0,Τ23Α,P83
15.0,Τ23Α,P83.0
15.0,Τ23Α,P83.0
15.0,Τ23Α,P83.1
15.0,Τ23Α,P83.1
15.0,Τ23Α,P83.2
15.0,Τ23Α,P83.2
15.0,Τ23Α,P83.3
15.0,Τ23Α,P83.3
15.0,Τ23Α,P83.4
15.0,Τ23Α,P83.4
15.0,Τ23Α,P83.5
15.0,Τ23Α,P83.5
15.0,Τ23Α,P83.6
15.0,Τ23Α,P83.6
15.0,Τ23Α,P83.8
15.0,Τ23Α,P83.8
15.0,Τ23Α,P83.9
15.0,Τ23Α,P83.9
15.0,Τ23Α,P84
15.0,Τ23Α,P84
15.0,Τ23Α,P85
15.0,Τ23Α,P85
15.0,Τ23Α,P90
15.0,Τ23Α,P90
15.0,Τ23Α,P91
15.0,Τ23Α,P91
15.0,Τ23Α,P91.0
15.0,Τ23Α,P91.0
15.0,Τ23Α,P91.1
15.0,Τ23Α,P91.1
15.0,Τ23Α,P91.2
15.0,Τ23Α,P91.2
15.0,Τ23Α,P91.3
15.0,Τ23Α,P91.3
15.0,Τ23Α,P91.4
15.0,Τ23Α,P91.4
15.0,Τ23Α,P91.5
15.0,Τ23Α,P91.5
15.0,Τ23Α,P91.8
15.0,Τ23Α,P91.8
15.0,Τ23Α,P91.9
15.0,Τ23Α,P91.9
15.0,Τ23Α,P92
15.0,Τ23Α,P92
15.0,Τ23Α,P92.0
15.0,Τ23Α,P92.0
15.0,Τ23Α,P92.2
15.0,Τ23Α,P92.2
15.0,Τ23Α,P92.3
15.0,Τ23Α,P92.3
15.0,Τ23Α,P92.4
15.0,Τ23Α,P92.4
15.0,Τ23Α,P92.8
15.0,Τ23Α,P92.8
15.0,Τ23Α,P92.9
15.0,Τ23Α,P92.9
15.0,Τ23Α,P93
15.0,Τ23Α,P93
15.0,Τ23Α,P94
15.0,Τ23Α,P94
15.0,Τ23Α,P94.0
15.0,Τ23Α,P94.0
15.0,Τ23Α,P94.1
15.0,Τ23Α,P94.1
15.0,Τ23Α,P94.2
15.0,Τ23Α,P94.2
15.0,Τ23Α,P94.8
15.0,Τ23Α,P94.8
15.0,Τ23Α,P94.9
15.0,Τ23Α,P94.9
15.0,Τ23Α,P95
15.0,Τ23Α,P95
15.0,Τ23Α,P96.0
15.0,Τ23Α,P96.0
15.0,Τ23Α,P96.1
15.0,Τ23Α,P96.1
15.0,Τ23Α,P96.2
15.0,Τ23Α,P96.2
15.0,Τ23Α,Q00
15.0,Τ23Α,Q00
15.0,Τ23Α,Q00.0
15.0,Τ23Α,Q00.0
15.0,Τ23Α,Q00.1
15.0,Τ23Α,Q00.1
15.0,Τ23Α,Q00.2
15.0,Τ23Α,Q00.2
15.0,Τ23Α,Q02
15.0,Τ23Α,Q02
15.0,Τ23Α,Q04
15.0,Τ23Α,Q04
15.0,Τ23Α,Q04.0
15.0,Τ23Α,Q04.0
15.0,Τ23Α,Q04.1
15.0,Τ23Α,Q04.1
15.0,Τ23Α,Q04.2
15.0,Τ23Α,Q04.2
15.0,Τ23Α,Q04.3
15.0,Τ23Α,Q04.3
15.0,Τ23Α,Q04.4
15.0,Τ23Α,Q04.4
15.0,Τ23Α,Q04.5
15.0,Τ23Α,Q04.5
15.0,Τ23Α,Q04.6
15.0,Τ23Α,Q04.6
15.0,Τ23Α,Q04.8
15.0,Τ23Α,Q04.8
15.0,Τ23Α,Q04.9
15.0,Τ23Α,Q04.9
15.0,Τ23Α,Q05
15.0,Τ23Α,Q05
15.0,Τ23Α,Q06
15.0,Τ23Α,Q06
15.0,Τ23Α,Q06.1
15.0,Τ23Α,Q06.1
15.0,Τ23Α,Q06.2
15.0,Τ23Α,Q06.2
15.0,Τ23Α,Q06.3
15.0,Τ23Α,Q06.3
15.0,Τ23Α,Q06.4
15.0,Τ23Α,Q06.4
15.0,Τ23Α,Q06.9
15.0,Τ23Α,Q06.9
15.0,Τ23Α,Q07
15.0,Τ23Α,Q07
15.0,Τ23Α,Q07.0
15.0,Τ23Α,Q07.0
15.0,Τ23Α,Q07.8
15.0,Τ23Α,Q07.8
15.0,Τ23Α,Q07.9
15.0,Τ23Α,Q07.9
15.0,Τ23Α,Q10
15.0,Τ23Α,Q10
15.0,Τ23Α,Q10.0
15.0,Τ23Α,Q10.0
15.0,Τ23Α,Q10.1
15.0,Τ23Α,Q10.1
15.0,Τ23Α,Q10.2
15.0,Τ23Α,Q10.2
15.0,Τ23Α,Q10.4
15.0,Τ23Α,Q10.4
15.0,Τ23Α,Q10.5
15.0,Τ23Α,Q10.5
15.0,Τ23Α,Q10.6
15.0,Τ23Α,Q10.6
15.0,Τ23Α,Q10.7
15.0,Τ23Α,Q10.7
15.0,Τ23Α,Q11
15.0,Τ23Α,Q11
15.0,Τ23Α,Q11.0
15.0,Τ23Α,Q11.0
15.0,Τ23Α,Q11.1
15.0,Τ23Α,Q11.1
15.0,Τ23Α,Q11.2
15.0,Τ23Α,Q11.2
15.0,Τ23Α,Q11.3
15.0,Τ23Α,Q11.3
15.0,Τ23Α,Q12
15.0,Τ23Α,Q12
15.0,Τ23Α,Q12.0
15.0,Τ23Α,Q12.0
15.0,Τ23Α,Q12.1
15.0,Τ23Α,Q12.1
15.0,Τ23Α,Q12.2
15.0,Τ23Α,Q12.2
15.0,Τ23Α,Q12.3
15.0,Τ23Α,Q12.3
15.0,Τ23Α,Q12.4
15.0,Τ23Α,Q12.4
15.0,Τ23Α,Q12.8
15.0,Τ23Α,Q12.8
15.0,Τ23Α,Q12.9
15.0,Τ23Α,Q12.9
15.0,Τ23Α,Q13
15.0,Τ23Α,Q13
15.0,Τ23Α,Q13.0
15.0,Τ23Α,Q13.0
15.0,Τ23Α,Q13.1
15.0,Τ23Α,Q13.1
15.0,Τ23Α,Q13.2
15.0,Τ23Α,Q13.2
15.0,Τ23Α,Q13.3
15.0,Τ23Α,Q13.3
15.0,Τ23Α,Q13.4
15.0,Τ23Α,Q13.4
15.0,Τ23Α,Q13.5
15.0,Τ23Α,Q13.5
15.0,Τ23Α,Q13.8
15.0,Τ23Α,Q13.8
15.0,Τ23Α,Q13.9
15.0,Τ23Α,Q13.9
15.0,Τ23Α,Q14.0
15.0,Τ23Α,Q14.0
15.0,Τ23Α,Q14.1
15.0,Τ23Α,Q14.1
15.0,Τ23Α,Q14.2
15.0,Τ23Α,Q14.2
15.0,Τ23Α,Q14.3
15.0,Τ23Α,Q14.3
15.0,Τ23Α,Q14.8
15.0,Τ23Α,Q14.8
15.0,Τ23Α,Q14.9
15.0,Τ23Α,Q14.9
15.0,Τ23Α,Q15
15.0,Τ23Α,Q15
15.0,Τ23Α,Q15.0
15.0,Τ23Α,Q15.0
15.0,Τ23Α,Q15.8
15.0,Τ23Α,Q15.8
15.0,Τ23Α,Q15.9
15.0,Τ23Α,Q15.9
15.0,Τ23Α,Q16
15.0,Τ23Α,Q16
15.0,Τ23Α,Q16.0
15.0,Τ23Α,Q16.0
15.0,Τ23Α,Q16.1
15.0,Τ23Α,Q16.1
15.0,Τ23Α,Q16.2
15.0,Τ23Α,Q16.2
15.0,Τ23Α,Q16.3
15.0,Τ23Α,Q16.3
15.0,Τ23Α,Q16.4
15.0,Τ23Α,Q16.4
15.0,Τ23Α,Q16.5
15.0,Τ23Α,Q16.5
15.0,Τ23Α,Q16.9
15.0,Τ23Α,Q16.9
15.0,Τ23Α,Q17
15.0,Τ23Α,Q17
15.0,Τ23Α,Q17.0
15.0,Τ23Α,Q17.0
15.0,Τ23Α,Q17.1
15.0,Τ23Α,Q17.1
15.0,Τ23Α,Q17.2
15.0,Τ23Α,Q17.2
15.0,Τ23Α,Q17.3
15.0,Τ23Α,Q17.3
15.0,Τ23Α,Q17.4
15.0,Τ23Α,Q17.4
15.0,Τ23Α,Q17.5
15.0,Τ23Α,Q17.5
15.0,Τ23Α,Q17.8
15.0,Τ23Α,Q17.8
15.0,Τ23Α,Q17.9
15.0,Τ23Α,Q17.9
15.0,Τ23Α,Q18
15.0,Τ23Α,Q18
15.0,Τ23Α,Q18.0
15.0,Τ23Α,Q18.0
15.0,Τ23Α,Q18.1
15.0,Τ23Α,Q18.1
15.0,Τ23Α,Q18.2
15.0,Τ23Α,Q18.2
15.0,Τ23Α,Q18.3
15.0,Τ23Α,Q18.3
15.0,Τ23Α,Q18.4
15.0,Τ23Α,Q18.4
15.0,Τ23Α,Q18.5
15.0,Τ23Α,Q18.5
15.0,Τ23Α,Q18.6
15.0,Τ23Α,Q18.6
15.0,Τ23Α,Q18.7
15.0,Τ23Α,Q18.7
15.0,Τ23Α,Q18.8
15.0,Τ23Α,Q18.8
15.0,Τ23Α,Q18.9
15.0,Τ23Α,Q18.9
15.0,Τ23Α,Q20
15.0,Τ23Α,Q20
15.0,Τ23Α,Q20.0
15.0,Τ23Α,Q20.0
15.0,Τ23Α,Q20.1
15.0,Τ23Α,Q20.1
15.0,Τ23Α,Q20.2
15.0,Τ23Α,Q20.2
15.0,Τ23Α,Q20.3
15.0,Τ23Α,Q20.3
15.0,Τ23Α,Q20.4
15.0,Τ23Α,Q20.4
15.0,Τ23Α,Q20.5
15.0,Τ23Α,Q20.5
15.0,Τ23Α,Q20.6
15.0,Τ23Α,Q20.6
15.0,Τ23Α,Q20.8
15.0,Τ23Α,Q20.8
15.0,Τ23Α,Q20.9
15.0,Τ23Α,Q20.9
15.0,Τ23Α,Q21
15.0,Τ23Α,Q21
15.0,Τ23Α,Q21.0
15.0,Τ23Α,Q21.0
15.0,Τ23Α,Q21.1
15.0,Τ23Α,Q21.1
15.0,Τ23Α,Q21.2
15.0,Τ23Α,Q21.2
15.0,Τ23Α,Q21.3
15.0,Τ23Α,Q21.3
15.0,Τ23Α,Q21.4
15.0,Τ23Α,Q21.4
15.0,Τ23Α,Q21.8
15.0,Τ23Α,Q21.8
15.0,Τ23Α,Q21.9
15.0,Τ23Α,Q21.9
15.0,Τ23Α,Q22
15.0,Τ23Α,Q22
15.0,Τ23Α,Q22.0
15.0,Τ23Α,Q22.0
15.0,Τ23Α,Q22.1
15.0,Τ23Α,Q22.1
15.0,Τ23Α,Q22.2
15.0,Τ23Α,Q22.2
15.0,Τ23Α,Q22.3
15.0,Τ23Α,Q22.3
15.0,Τ23Α,Q22.4
15.0,Τ23Α,Q22.4
15.0,Τ23Α,Q22.5
15.0,Τ23Α,Q22.5
15.0,Τ23Α,Q22.6
15.0,Τ23Α,Q22.6
15.0,Τ23Α,Q22.8
15.0,Τ23Α,Q22.8
15.0,Τ23Α,Q22.9
15.0,Τ23Α,Q22.9
15.0,Τ23Α,Q23
15.0,Τ23Α,Q23
15.0,Τ23Α,Q23.0
15.0,Τ23Α,Q23.0
15.0,Τ23Α,Q23.1
15.0,Τ23Α,Q23.1
15.0,Τ23Α,Q23.2
15.0,Τ23Α,Q23.2
15.0,Τ23Α,Q23.3
15.0,Τ23Α,Q23.3
15.0,Τ23Α,Q23.4
15.0,Τ23Α,Q23.4
15.0,Τ23Α,Q23.8
15.0,Τ23Α,Q23.8
15.0,Τ23Α,Q23.9
15.0,Τ23Α,Q23.9
15.0,Τ23Α,Q24
15.0,Τ23Α,Q24
15.0,Τ23Α,Q24.0
15.0,Τ23Α,Q24.0
15.0,Τ23Α,Q24.1
15.0,Τ23Α,Q24.1
15.0,Τ23Α,Q24.2
15.0,Τ23Α,Q24.2
15.0,Τ23Α,Q24.3
15.0,Τ23Α,Q24.3
15.0,Τ23Α,Q24.4
15.0,Τ23Α,Q24.4
15.0,Τ23Α,Q24.5
15.0,Τ23Α,Q24.5
15.0,Τ23Α,Q24.6
15.0,Τ23Α,Q24.6
15.0,Τ23Α,Q24.8
15.0,Τ23Α,Q24.8
15.0,Τ23Α,Q24.9
15.0,Τ23Α,Q24.9
15.0,Τ23Α,Q25
15.0,Τ23Α,Q25
15.0,Τ23Α,Q25.0
15.0,Τ23Α,Q25.0
15.0,Τ23Α,Q25.1
15.0,Τ23Α,Q25.1
15.0,Τ23Α,Q25.2
15.0,Τ23Α,Q25.2
15.0,Τ23Α,Q25.3
15.0,Τ23Α,Q25.3
15.0,Τ23Α,Q25.5
15.0,Τ23Α,Q25.5
15.0,Τ23Α,Q25.6
15.0,Τ23Α,Q25.6
15.0,Τ23Α,Q25.8
15.0,Τ23Α,Q25.8
15.0,Τ23Α,Q25.9
15.0,Τ23Α,Q25.9
15.0,Τ23Α,Q26
15.0,Τ23Α,Q26
15.0,Τ23Α,Q26.0
15.0,Τ23Α,Q26.0
15.0,Τ23Α,Q26.1
15.0,Τ23Α,Q26.1
15.0,Τ23Α,Q26.2
15.0,Τ23Α,Q26.2
15.0,Τ23Α,Q26.3
15.0,Τ23Α,Q26.3
15.0,Τ23Α,Q26.4
15.0,Τ23Α,Q26.4
15.0,Τ23Α,Q26.5
15.0,Τ23Α,Q26.5
15.0,Τ23Α,Q26.6
15.0,Τ23Α,Q26.6
15.0,Τ23Α,Q26.8
15.0,Τ23Α,Q26.8
15.0,Τ23Α,Q26.9
15.0,Τ23Α,Q26.9
15.0,Τ23Α,Q27
15.0,Τ23Α,Q27
15.0,Τ23Α,Q27.0
15.0,Τ23Α,Q27.0
15.0,Τ23Α,Q27.1
15.0,Τ23Α,Q27.1
15.0,Τ23Α,Q27.2
15.0,Τ23Α,Q27.2
15.0,Τ23Α,Q27.3
15.0,Τ23Α,Q27.3
15.0,Τ23Α,Q27.4
15.0,Τ23Α,Q27.4
15.0,Τ23Α,Q27.9
15.0,Τ23Α,Q27.9
15.0,Τ23Α,Q28
15.0,Τ23Α,Q28
15.0,Τ23Α,Q28.0
15.0,Τ23Α,Q28.0
15.0,Τ23Α,Q28.1
15.0,Τ23Α,Q28.1
15.0,Τ23Α,Q28.2
15.0,Τ23Α,Q28.2
15.0,Τ23Α,Q28.3
15.0,Τ23Α,Q28.3
15.0,Τ23Α,Q28.8
15.0,Τ23Α,Q28.8
15.0,Τ23Α,Q28.9
15.0,Τ23Α,Q28.9
15.0,Τ23Α,Q30
15.0,Τ23Α,Q30
15.0,Τ23Α,Q30.0
15.0,Τ23Α,Q30.0
15.0,Τ23Α,Q30.1
15.0,Τ23Α,Q30.1
15.0,Τ23Α,Q30.2
15.0,Τ23Α,Q30.2
15.0,Τ23Α,Q30.3
15.0,Τ23Α,Q30.3
15.0,Τ23Α,Q30.8
15.0,Τ23Α,Q30.8
15.0,Τ23Α,Q30.9
15.0,Τ23Α,Q30.9
15.0,Τ23Α,Q31
15.0,Τ23Α,Q31
15.0,Τ23Α,Q31.0
15.0,Τ23Α,Q31.0
15.0,Τ23Α,Q31.1
15.0,Τ23Α,Q31.1
15.0,Τ23Α,Q31.2
15.0,Τ23Α,Q31.2
15.0,Τ23Α,Q31.3
15.0,Τ23Α,Q31.3
15.0,Τ23Α,Q31.4
15.0,Τ23Α,Q31.4
15.0,Τ23Α,Q31.9
15.0,Τ23Α,Q31.9
15.0,Τ23Α,Q32
15.0,Τ23Α,Q32
15.0,Τ23Α,Q32.0
15.0,Τ23Α,Q32.0
15.0,Τ23Α,Q32.1
15.0,Τ23Α,Q32.1
15.0,Τ23Α,Q32.2
15.0,Τ23Α,Q32.2
15.0,Τ23Α,Q32.3
15.0,Τ23Α,Q32.3
15.0,Τ23Α,Q32.4
15.0,Τ23Α,Q32.4
15.0,Τ23Α,Q33
15.0,Τ23Α,Q33
15.0,Τ23Α,Q33.0
15.0,Τ23Α,Q33.0
15.0,Τ23Α,Q33.1
15.0,Τ23Α,Q33.1
15.0,Τ23Α,Q33.2
15.0,Τ23Α,Q33.2
15.0,Τ23Α,Q33.3
15.0,Τ23Α,Q33.3
15.0,Τ23Α,Q33.4
15.0,Τ23Α,Q33.4
15.0,Τ23Α,Q33.5
15.0,Τ23Α,Q33.5
15.0,Τ23Α,Q33.6
15.0,Τ23Α,Q33.6
15.0,Τ23Α,Q33.8
15.0,Τ23Α,Q33.8
15.0,Τ23Α,Q33.9
15.0,Τ23Α,Q33.9
15.0,Τ23Α,Q34
15.0,Τ23Α,Q34
15.0,Τ23Α,Q34.0
15.0,Τ23Α,Q34.0
15.0,Τ23Α,Q34.9
15.0,Τ23Α,Q34.9
15.0,Τ23Α,Q35
15.0,Τ23Α,Q35
15.0,Τ23Α,Q35.0
15.0,Τ23Α,Q35.0
15.0,Τ23Α,Q35.1
15.0,Τ23Α,Q35.1
15.0,Τ23Α,Q35.2
15.0,Τ23Α,Q35.2
15.0,Τ23Α,Q35.3
15.0,Τ23Α,Q35.3
15.0,Τ23Α,Q35.4
15.0,Τ23Α,Q35.4
15.0,Τ23Α,Q35.5
15.0,Τ23Α,Q35.5
15.0,Τ23Α,Q35.6
15.0,Τ23Α,Q35.6
15.0,Τ23Α,Q35.7
15.0,Τ23Α,Q35.7
